Orthogroup	adv	ath	aza	azd	azi	bced	bvi	cyq	cza	dor	eba	lcm	magx	parb	rrz	shd	sscu	tmz	Total
OG0018708	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018709	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018710	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018711	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018712	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018713	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018714	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018715	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018716	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018717	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018718	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018719	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018720	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018721	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018722	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018723	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018724	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018725	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018726	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018727	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018728	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018729	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018730	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018731	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018732	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018733	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018734	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018735	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018736	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018737	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018738	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018739	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018740	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018741	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018742	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018743	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018744	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018745	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018746	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018747	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018748	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018749	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018750	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018751	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018752	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018753	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018754	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018755	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018756	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018757	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018758	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018759	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018760	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018761	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018762	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018763	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018764	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018765	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018766	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018767	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018768	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018769	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018770	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018771	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018772	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018773	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018774	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018775	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018776	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018777	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018778	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018779	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018780	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018781	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018782	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018783	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018784	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018785	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018786	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018787	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
OG0018788	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018789	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018790	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018791	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018792	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018793	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018794	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018795	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018796	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018797	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018798	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018799	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018800	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018801	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018802	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018803	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018804	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018805	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018806	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018807	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018808	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018809	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018810	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018811	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018812	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018813	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018814	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018815	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018816	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018817	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018818	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018819	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018820	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018821	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018822	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018823	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018824	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018825	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018826	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018827	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018828	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018829	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018830	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018831	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018832	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018833	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018834	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018835	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018836	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018837	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018838	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018839	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018840	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018841	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018842	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018843	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018844	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018845	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018846	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018847	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018848	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018849	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018850	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018851	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018852	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018853	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018854	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018855	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018856	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018857	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018858	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018859	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018860	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018861	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018862	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018863	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018864	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018865	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018866	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018867	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018868	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018869	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018870	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018871	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018872	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018873	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018874	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018875	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018876	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018877	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018878	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018879	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018880	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018881	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018882	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018883	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018884	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018885	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018886	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018887	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018888	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018889	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018890	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018891	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018892	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018893	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018894	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018895	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018896	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018897	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018898	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018899	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018900	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018901	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018902	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018903	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018904	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018905	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018906	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018907	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018908	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018909	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018910	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018911	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018912	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018913	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018914	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018915	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018916	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018917	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018918	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018919	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018920	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018921	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018922	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018923	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018924	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018925	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018926	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018927	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018928	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018929	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018930	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018931	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018932	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018933	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018934	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018935	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018936	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018937	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018938	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018939	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018940	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018941	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018942	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018943	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018944	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018945	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018946	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018947	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018948	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018949	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018950	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018951	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018952	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018953	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018954	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018955	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018956	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018957	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018958	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018959	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018960	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018961	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018962	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018963	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018964	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018965	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018966	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018967	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018968	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018969	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018970	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018971	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018972	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018973	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018974	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018975	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018976	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018977	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018978	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018979	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018980	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018981	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018982	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018983	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018984	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018985	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018986	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018987	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018988	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018989	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018990	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018991	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018992	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018993	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018994	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018995	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018996	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018997	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018998	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0018999	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019001	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019002	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019003	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019004	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019005	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019006	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019007	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019008	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019009	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019010	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019011	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019012	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019013	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019014	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019015	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019016	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019017	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019018	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019019	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019020	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019021	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019022	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
OG0019023	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
