Orthogroup	adv	ath	aza	azd	azi	bced	bvi	cyq	cza	dor	eba	lcm	magx	parb	rrz	shd	sscu	tmz	Total
OG0004900	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004901	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004902	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004903	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004904	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004905	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004906	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004907	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004908	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004909	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004910	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004911	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004912	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004913	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004914	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004915	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004916	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004917	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004918	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004919	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004920	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004921	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004922	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004923	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004924	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004925	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004926	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004927	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004928	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004929	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004930	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004931	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004932	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004933	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004934	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004935	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004936	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004937	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004938	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004939	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004940	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004941	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
OG0004942	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8
OG0004943	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8
OG0004944	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8
OG0004945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8
OG0004946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8
OG0004947	3	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	7
OG0004948	2	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	7
OG0004949	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	7
OG0004950	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	2	7
OG0004951	2	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	7
OG0004952	1	0	0	0	0	1	2	1	1	0	0	0	0	1	0	0	0	0	7
OG0004953	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	7
OG0004954	1	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	1	7
OG0004955	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	7
OG0004956	1	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	7
OG0004957	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	7
OG0004958	1	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	1	0	7
OG0004959	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	7
OG0004960	1	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	7
OG0004961	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	1	7
OG0004962	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	7
OG0004963	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7
OG0004964	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	7
OG0004965	2	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	7
OG0004966	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	7
OG0004967	3	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	7
OG0004968	1	0	0	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	7
OG0004969	1	0	0	0	0	1	1	0	0	1	0	0	0	2	1	0	0	0	7
OG0004970	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	7
OG0004971	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	7
OG0004972	1	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	1	7
OG0004973	1	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	1	7
OG0004974	1	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	7
OG0004975	1	0	0	0	0	1	1	0	0	1	0	0	0	2	1	0	0	0	7
OG0004976	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	7
OG0004977	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	7
OG0004978	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	7
OG0004979	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	1	0	0	7
OG0004980	1	2	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	7
OG0004981	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	7
OG0004982	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	7
OG0004983	1	0	1	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	7
OG0004984	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	7
OG0004985	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	2	0	7
OG0004986	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	7
OG0004987	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	7
OG0004988	1	0	0	0	0	1	1	0	0	0	0	0	2	1	0	1	0	0	7
OG0004989	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	7
OG0004990	2	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	7
OG0004991	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	7
OG0004992	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	7
OG0004993	1	0	0	0	0	3	1	0	0	0	0	0	1	1	0	0	0	0	7
OG0004994	1	0	0	0	0	1	3	0	0	1	0	0	0	1	0	0	0	0	7
OG0004995	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	7
OG0004996	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	7
OG0004997	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0004998	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0004999	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005000	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005001	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005002	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005003	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005004	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005005	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005006	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005007	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005008	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005009	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005010	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005011	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005012	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005013	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005014	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005015	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005016	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005017	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005018	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005019	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005020	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	7
OG0005021	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005022	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005023	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005024	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005025	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005026	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7
OG0005027	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005028	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005029	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005030	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005031	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005032	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005033	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005034	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005035	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005036	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005037	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005038	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005039	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005040	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005041	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005042	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005043	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005044	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005045	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005046	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7
OG0005047	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005048	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005049	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7
OG0005050	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
OG0005051	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005052	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005053	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005054	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005055	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005056	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005057	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005058	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005059	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005060	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005061	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005062	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005063	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005064	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005065	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005066	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005067	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005068	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005069	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005070	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005071	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005072	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7
OG0005073	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005074	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005075	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005076	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005077	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005078	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005079	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005080	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005081	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005082	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005083	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005084	0	2	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	7
OG0005085	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005086	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005087	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005088	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005089	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005090	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005091	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005092	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005093	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005094	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005095	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005096	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005097	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005098	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005099	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005100	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005101	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005102	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005103	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005104	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005105	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005106	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005107	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005108	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005109	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005110	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005111	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005112	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005113	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005114	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005115	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
OG0005116	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7
OG0005117	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005118	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005119	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005120	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005121	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005122	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005123	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005124	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005125	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005126	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005127	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005128	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005129	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005130	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005131	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7
OG0005132	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005133	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005134	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005135	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005136	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005137	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005138	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005139	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005140	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005141	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005142	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005143	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005144	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005145	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005146	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005147	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005148	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005149	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7
OG0005150	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7
OG0005151	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005152	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005153	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005154	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7
OG0005155	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005156	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005157	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005158	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005159	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005160	0	4	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	7
OG0005161	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005162	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005163	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005164	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005165	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005166	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005167	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005168	0	2	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	7
OG0005169	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005170	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005171	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7
OG0005172	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005173	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005174	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005175	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005176	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005177	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005178	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005179	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005180	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005181	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005182	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7
OG0005183	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005184	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005185	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005186	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7
OG0005187	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005188	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005189	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005190	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005191	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7
OG0005192	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005193	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005194	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005195	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005196	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005197	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005198	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005199	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005200	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7
OG0005201	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005202	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005203	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005204	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005205	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005206	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005207	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005208	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005209	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005210	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005211	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005212	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OG0005213	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
OG0005214	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7
OG0005215	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
