Orthogroup	adv	ath	aza	azd	azi	Total
OG0002380	1	0	2	2	1	6
OG0002381	1	2	1	1	1	6
OG0002382	1	2	1	1	1	6
OG0002383	1	2	1	1	1	6
OG0002384	1	2	1	1	1	6
OG0002385	1	0	3	1	1	6
OG0002386	1	2	1	1	1	6
OG0002387	1	2	1	1	1	6
OG0002388	1	2	1	1	1	6
OG0002389	1	0	2	1	2	6
OG0002390	1	2	1	1	1	6
OG0002391	1	2	1	1	1	6
OG0002392	1	2	1	1	1	6
OG0002393	1	5	0	0	0	6
OG0002394	1	1	2	1	1	6
OG0002395	1	2	1	1	1	6
OG0002396	1	4	0	0	1	6
OG0002397	1	2	1	1	1	6
OG0002398	1	2	1	1	1	6
OG0002399	1	0	2	2	1	6
OG0002400	1	0	1	2	2	6
OG0002401	1	2	1	1	1	6
OG0002402	3	0	1	1	1	6
OG0002403	1	2	1	1	1	6
OG0002404	1	2	1	1	1	6
OG0002405	1	2	1	1	1	6
OG0002406	1	0	2	1	2	6
OG0002407	1	2	1	1	1	6
OG0002408	1	2	1	1	1	6
OG0002409	1	2	1	1	1	6
OG0002410	1	2	1	1	1	6
OG0002411	1	2	1	1	1	6
OG0002412	1	2	1	1	1	6
OG0002413	1	2	1	1	1	6
OG0002414	0	6	0	0	0	6
OG0002415	0	6	0	0	0	6
OG0002416	0	6	0	0	0	6
OG0002417	0	6	0	0	0	6
OG0002418	0	6	0	0	0	6
OG0002419	0	6	0	0	0	6
OG0002420	0	6	0	0	0	6
OG0002421	0	6	0	0	0	6
OG0002422	0	6	0	0	0	6
OG0002423	0	6	0	0	0	6
OG0002424	0	6	0	0	0	6
OG0002425	0	6	0	0	0	6
OG0002426	0	6	0	0	0	6
OG0002427	0	6	0	0	0	6
OG0002428	0	6	0	0	0	6
OG0002429	0	6	0	0	0	6
OG0002430	0	6	0	0	0	6
OG0002431	0	6	0	0	0	6
OG0002432	0	6	0	0	0	6
OG0002433	0	6	0	0	0	6
OG0002434	0	6	0	0	0	6
OG0002435	0	6	0	0	0	6
OG0002436	0	6	0	0	0	6
OG0002437	0	6	0	0	0	6
OG0002438	0	6	0	0	0	6
OG0002439	0	6	0	0	0	6
OG0002440	0	6	0	0	0	6
OG0002441	0	6	0	0	0	6
OG0002442	0	6	0	0	0	6
OG0002443	0	6	0	0	0	6
OG0002444	0	6	0	0	0	6
OG0002445	0	6	0	0	0	6
OG0002446	0	6	0	0	0	6
OG0002447	0	6	0	0	0	6
OG0002448	0	6	0	0	0	6
OG0002449	0	6	0	0	0	6
OG0002450	0	6	0	0	0	6
OG0002451	0	6	0	0	0	6
OG0002452	0	6	0	0	0	6
OG0002453	0	6	0	0	0	6
OG0002454	0	6	0	0	0	6
OG0002455	0	6	0	0	0	6
OG0002456	0	6	0	0	0	6
OG0002457	0	6	0	0	0	6
OG0002458	0	6	0	0	0	6
OG0002459	0	6	0	0	0	6
OG0002460	0	6	0	0	0	6
OG0002461	0	6	0	0	0	6
OG0002462	0	6	0	0	0	6
OG0002463	0	6	0	0	0	6
OG0002464	0	6	0	0	0	6
OG0002465	0	6	0	0	0	6
OG0002466	0	6	0	0	0	6
OG0002467	0	6	0	0	0	6
OG0002468	0	6	0	0	0	6
OG0002469	0	6	0	0	0	6
OG0002470	0	6	0	0	0	6
OG0002471	0	6	0	0	0	6
OG0002472	0	6	0	0	0	6
OG0002473	0	6	0	0	0	6
OG0002474	0	6	0	0	0	6
OG0002475	0	6	0	0	0	6
OG0002476	0	6	0	0	0	6
OG0002477	0	6	0	0	0	6
OG0002478	0	6	0	0	0	6
OG0002479	0	6	0	0	0	6
OG0002480	0	6	0	0	0	6
OG0002481	0	6	0	0	0	6
OG0002482	0	6	0	0	0	6
OG0002483	0	6	0	0	0	6
OG0002484	0	6	0	0	0	6
OG0002485	0	6	0	0	0	6
OG0002486	0	6	0	0	0	6
OG0002487	0	6	0	0	0	6
OG0002488	0	6	0	0	0	6
OG0002489	0	3	1	1	1	6
OG0002490	0	6	0	0	0	6
OG0002491	0	6	0	0	0	6
OG0002492	0	6	0	0	0	6
OG0002493	0	6	0	0	0	6
OG0002494	0	6	0	0	0	6
OG0002495	0	6	0	0	0	6
OG0002496	0	6	0	0	0	6
OG0002497	0	6	0	0	0	6
OG0002498	0	6	0	0	0	6
OG0002499	0	6	0	0	0	6
OG0002500	0	6	0	0	0	6
OG0002501	0	6	0	0	0	6
OG0002502	0	6	0	0	0	6
OG0002503	0	6	0	0	0	6
OG0002504	0	6	0	0	0	6
OG0002505	0	5	0	0	1	6
OG0002506	0	6	0	0	0	6
OG0002507	0	6	0	0	0	6
OG0002508	0	4	2	0	0	6
OG0002509	0	6	0	0	0	6
OG0002510	0	6	0	0	0	6
OG0002511	0	5	0	0	1	6
OG0002512	0	6	0	0	0	6
OG0002513	0	6	0	0	0	6
OG0002514	0	6	0	0	0	6
OG0002515	0	6	0	0	0	6
OG0002516	0	6	0	0	0	6
OG0002517	0	6	0	0	0	6
OG0002518	0	6	0	0	0	6
OG0002519	0	6	0	0	0	6
OG0002520	0	6	0	0	0	6
OG0002521	0	5	1	0	0	6
OG0002522	0	6	0	0	0	6
OG0002523	0	6	0	0	0	6
OG0002524	0	6	0	0	0	6
OG0002525	0	6	0	0	0	6
OG0002526	0	6	0	0	0	6
OG0002527	0	6	0	0	0	6
OG0002528	0	6	0	0	0	6
OG0002529	0	6	0	0	0	6
OG0002530	0	6	0	0	0	6
OG0002531	0	6	0	0	0	6
OG0002532	0	6	0	0	0	6
OG0002533	0	6	0	0	0	6
OG0002534	0	6	0	0	0	6
OG0002535	0	6	0	0	0	6
OG0002536	0	6	0	0	0	6
OG0002537	0	6	0	0	0	6
OG0002538	0	6	0	0	0	6
OG0002539	0	3	1	1	1	6
OG0002540	0	6	0	0	0	6
OG0002541	0	3	1	2	0	6
OG0002542	0	6	0	0	0	6
OG0002543	0	6	0	0	0	6
OG0002544	0	6	0	0	0	6
OG0002545	0	6	0	0	0	6
OG0002546	0	6	0	0	0	6
OG0002547	0	6	0	0	0	6
OG0002548	0	6	0	0	0	6
OG0002549	0	6	0	0	0	6
OG0002550	0	6	0	0	0	6
OG0002551	0	6	0	0	0	6
OG0002552	0	6	0	0	0	6
OG0002553	0	6	0	0	0	6
OG0002554	0	6	0	0	0	6
OG0002555	0	6	0	0	0	6
OG0002556	0	6	0	0	0	6
OG0002557	0	6	0	0	0	6
OG0002558	0	6	0	0	0	6
OG0002559	0	6	0	0	0	6
OG0002560	0	6	0	0	0	6
OG0002561	0	5	0	0	1	6
OG0002562	0	6	0	0	0	6
OG0002563	0	6	0	0	0	6
OG0002564	0	6	0	0	0	6
OG0002565	0	6	0	0	0	6
OG0002566	0	6	0	0	0	6
OG0002567	0	6	0	0	0	6
OG0002568	0	6	0	0	0	6
OG0002569	0	6	0	0	0	6
OG0002570	0	6	0	0	0	6
OG0002571	0	6	0	0	0	6
OG0002572	0	6	0	0	0	6
OG0002573	0	6	0	0	0	6
OG0002574	0	6	0	0	0	6
OG0002575	0	6	0	0	0	6
OG0002576	0	6	0	0	0	6
OG0002577	0	6	0	0	0	6
OG0002578	0	6	0	0	0	6
OG0002579	0	6	0	0	0	6
OG0002580	0	6	0	0	0	6
OG0002581	0	6	0	0	0	6
OG0002582	0	6	0	0	0	6
OG0002583	0	6	0	0	0	6
OG0002584	0	6	0	0	0	6
OG0002585	0	6	0	0	0	6
OG0002586	0	6	0	0	0	6
OG0002587	0	6	0	0	0	6
OG0002588	0	6	0	0	0	6
OG0002589	0	3	1	1	1	6
OG0002590	0	6	0	0	0	6
OG0002591	0	6	0	0	0	6
OG0002592	0	6	0	0	0	6
OG0002593	0	6	0	0	0	6
OG0002594	0	6	0	0	0	6
OG0002595	0	6	0	0	0	6
OG0002596	0	6	0	0	0	6
OG0002597	0	6	0	0	0	6
OG0002598	0	6	0	0	0	6
OG0002599	0	6	0	0	0	6
OG0002600	0	6	0	0	0	6
OG0002601	0	6	0	0	0	6
OG0002602	0	6	0	0	0	6
OG0002603	0	6	0	0	0	6
OG0002604	0	6	0	0	0	6
OG0002605	0	6	0	0	0	6
OG0002606	0	6	0	0	0	6
OG0002607	0	6	0	0	0	6
OG0002608	0	6	0	0	0	6
OG0002609	0	6	0	0	0	6
OG0002610	0	6	0	0	0	6
OG0002611	0	6	0	0	0	6
OG0002612	0	6	0	0	0	6
OG0002613	0	6	0	0	0	6
OG0002614	0	6	0	0	0	6
OG0002615	0	6	0	0	0	6
OG0002616	0	6	0	0	0	6
OG0002617	0	6	0	0	0	6
OG0002618	0	6	0	0	0	6
OG0002619	0	6	0	0	0	6
OG0002620	0	6	0	0	0	6
OG0002621	0	6	0	0	0	6
OG0002622	0	6	0	0	0	6
OG0002623	0	6	0	0	0	6
OG0002624	0	6	0	0	0	6
OG0002625	0	3	1	1	1	6
OG0002626	0	6	0	0	0	6
OG0002627	0	6	0	0	0	6
OG0002628	0	6	0	0	0	6
OG0002629	0	6	0	0	0	6
OG0002630	0	6	0	0	0	6
OG0002631	0	6	0	0	0	6
OG0002632	0	6	0	0	0	6
OG0002633	0	6	0	0	0	6
OG0002634	0	6	0	0	0	6
OG0002635	0	6	0	0	0	6
OG0002636	0	6	0	0	0	6
OG0002637	0	6	0	0	0	6
OG0002638	0	6	0	0	0	6
OG0002639	0	6	0	0	0	6
OG0002640	0	6	0	0	0	6
OG0002641	0	6	0	0	0	6
OG0002642	0	6	0	0	0	6
OG0002643	0	6	0	0	0	6
OG0002644	0	6	0	0	0	6
OG0002645	0	6	0	0	0	6
OG0002646	0	6	0	0	0	6
OG0002647	0	6	0	0	0	6
OG0002648	0	6	0	0	0	6
OG0002649	0	6	0	0	0	6
OG0002650	0	6	0	0	0	6
OG0002651	0	6	0	0	0	6
OG0002652	0	6	0	0	0	6
OG0002653	0	6	0	0	0	6
OG0002654	0	6	0	0	0	6
OG0002655	0	6	0	0	0	6
OG0002656	0	6	0	0	0	6
OG0002657	0	6	0	0	0	6
OG0002658	0	6	0	0	0	6
OG0002659	0	6	0	0	0	6
OG0002660	0	6	0	0	0	6
OG0002661	0	6	0	0	0	6
OG0002662	0	6	0	0	0	6
OG0002663	0	6	0	0	0	6
OG0002664	0	6	0	0	0	6
OG0002665	0	6	0	0	0	6
OG0002666	0	3	1	1	1	6
OG0002667	0	6	0	0	0	6
OG0002668	0	6	0	0	0	6
OG0002669	0	6	0	0	0	6
OG0002670	0	6	0	0	0	6
OG0002671	0	6	0	0	0	6
OG0002672	0	6	0	0	0	6
OG0002673	0	6	0	0	0	6
OG0002674	0	6	0	0	0	6
OG0002675	0	6	0	0	0	6
OG0002676	0	6	0	0	0	6
OG0002677	0	3	1	1	1	6
OG0002678	0	6	0	0	0	6
OG0002679	0	3	0	2	1	6
OG0002680	0	6	0	0	0	6
OG0002681	0	6	0	0	0	6
OG0002682	0	6	0	0	0	6
OG0002683	0	6	0	0	0	6
OG0002684	0	6	0	0	0	6
OG0002685	0	6	0	0	0	6
OG0002686	0	6	0	0	0	6
OG0002687	0	6	0	0	0	6
OG0002688	0	6	0	0	0	6
OG0002689	0	6	0	0	0	6
OG0002690	0	6	0	0	0	6
OG0002691	0	6	0	0	0	6
OG0002692	0	6	0	0	0	6
OG0002693	0	6	0	0	0	6
OG0002694	0	6	0	0	0	6
OG0002695	0	6	0	0	0	6
OG0002696	0	6	0	0	0	6
OG0002697	0	6	0	0	0	6
OG0002698	0	6	0	0	0	6
OG0002699	0	6	0	0	0	6
OG0002700	0	6	0	0	0	6
OG0002701	0	6	0	0	0	6
OG0002702	0	6	0	0	0	6
OG0002703	0	6	0	0	0	6
OG0002704	0	6	0	0	0	6
OG0002705	0	6	0	0	0	6
OG0002706	0	6	0	0	0	6
OG0002707	0	6	0	0	0	6
OG0002708	0	6	0	0	0	6
OG0002709	0	6	0	0	0	6
OG0002710	0	6	0	0	0	6
OG0002711	0	6	0	0	0	6
OG0002712	0	6	0	0	0	6
OG0002713	0	6	0	0	0	6
OG0002714	0	6	0	0	0	6
OG0002715	0	6	0	0	0	6
OG0002716	0	6	0	0	0	6
OG0002717	0	6	0	0	0	6
OG0002718	0	6	0	0	0	6
OG0002719	0	6	0	0	0	6
OG0002720	0	6	0	0	0	6
OG0002721	0	6	0	0	0	6
OG0002722	0	6	0	0	0	6
OG0002723	0	6	0	0	0	6
OG0002724	0	6	0	0	0	6
OG0002725	0	6	0	0	0	6
OG0002726	0	6	0	0	0	6
OG0002727	0	6	0	0	0	6
OG0002728	0	6	0	0	0	6
OG0002729	0	6	0	0	0	6
OG0002730	0	6	0	0	0	6
OG0002731	0	6	0	0	0	6
OG0002732	0	6	0	0	0	6
OG0002733	0	6	0	0	0	6
OG0002734	0	6	0	0	0	6
OG0002735	0	6	0	0	0	6
OG0002736	0	6	0	0	0	6
OG0002737	0	6	0	0	0	6
OG0002738	0	6	0	0	0	6
OG0002739	0	6	0	0	0	6
OG0002740	0	6	0	0	0	6
OG0002741	0	6	0	0	0	6
OG0002742	0	6	0	0	0	6
OG0002743	0	6	0	0	0	6
OG0002744	0	6	0	0	0	6
OG0002745	0	6	0	0	0	6
OG0002746	0	3	1	1	1	6
OG0002747	0	3	1	1	1	6
OG0002748	0	6	0	0	0	6
OG0002749	0	3	1	1	1	6
OG0002750	0	6	0	0	0	6
OG0002751	0	6	0	0	0	6
OG0002752	0	6	0	0	0	6
OG0002753	0	6	0	0	0	6
OG0002754	0	6	0	0	0	6
OG0002755	0	6	0	0	0	6
OG0002756	0	6	0	0	0	6
OG0002757	0	6	0	0	0	6
OG0002758	0	6	0	0	0	6
OG0002759	0	6	0	0	0	6
OG0002760	0	6	0	0	0	6
OG0002761	0	6	0	0	0	6
OG0002762	0	6	0	0	0	6
OG0002763	0	6	0	0	0	6
OG0002764	0	6	0	0	0	6
OG0002765	0	6	0	0	0	6
OG0002766	0	6	0	0	0	6
OG0002767	0	6	0	0	0	6
OG0002768	0	6	0	0	0	6
OG0002769	0	6	0	0	0	6
OG0002770	0	6	0	0	0	6
OG0002771	0	1	2	1	2	6
OG0002772	0	6	0	0	0	6
OG0002773	0	6	0	0	0	6
OG0002774	0	6	0	0	0	6
OG0002775	0	2	4	0	0	6
OG0002776	0	6	0	0	0	6
OG0002777	0	6	0	0	0	6
OG0002778	0	6	0	0	0	6
OG0002779	0	6	0	0	0	6
OG0002780	0	6	0	0	0	6
OG0002781	0	6	0	0	0	6
OG0002782	0	6	0	0	0	6
OG0002783	0	6	0	0	0	6
OG0002784	0	6	0	0	0	6
OG0002785	0	6	0	0	0	6
OG0002786	0	6	0	0	0	6
OG0002787	0	6	0	0	0	6
OG0002788	0	6	0	0	0	6
OG0002789	0	6	0	0	0	6
OG0002790	0	6	0	0	0	6
OG0002791	0	2	2	1	1	6
OG0002792	0	6	0	0	0	6
OG0002793	0	6	0	0	0	6
OG0002794	0	1	3	1	1	6
OG0002795	0	2	1	1	2	6
OG0002796	0	6	0	0	0	6
OG0002797	0	2	1	1	2	6
OG0002798	0	1	2	1	2	6
OG0002799	0	3	1	1	1	6
OG0002800	0	1	2	2	1	6
OG0002801	0	0	3	2	1	6
OG0002802	0	0	2	3	1	6
OG0002803	0	0	3	2	1	6
OG0002804	0	0	1	3	2	6
OG0002805	0	0	3	1	2	6
OG0002806	0	0	5	1	0	6
OG0002807	0	0	2	2	2	6
OG0002808	0	0	2	2	2	6
OG0002809	0	0	2	2	2	6
OG0002810	0	0	3	1	2	6
OG0002811	0	0	4	1	1	6
OG0002812	0	0	6	0	0	6
OG0002813	0	0	4	2	0	6
OG0002814	0	0	2	4	0	6
OG0002815	0	0	3	0	3	6
OG0002816	0	0	4	0	2	6
OG0002817	0	0	2	3	1	6
OG0002818	0	0	2	2	2	6
OG0002819	0	0	2	2	2	6
OG0002820	0	0	2	2	2	6
OG0002821	0	0	0	0	6	6
OG0002822	2	0	1	1	1	5
OG0002823	1	3	1	0	0	5
OG0002824	1	0	2	1	1	5
OG0002825	2	0	1	1	1	5
OG0002826	4	0	0	0	1	5
OG0002827	2	0	1	1	1	5
OG0002828	2	3	0	0	0	5
OG0002829	2	0	1	1	1	5
OG0002830	1	0	2	1	1	5
OG0002831	1	0	1	2	1	5
OG0002832	5	0	0	0	0	5
OG0002833	1	0	2	1	1	5
OG0002834	2	0	1	1	1	5
OG0002835	1	1	1	1	1	5
OG0002836	1	1	1	1	1	5
OG0002837	1	0	1	1	2	5
OG0002838	1	0	2	1	1	5
OG0002839	5	0	0	0	0	5
OG0002840	1	1	1	1	1	5
OG0002841	2	0	1	1	1	5
OG0002842	1	1	1	1	1	5
OG0002843	2	0	1	1	1	5
OG0002844	2	0	1	1	1	5
OG0002845	2	0	1	1	1	5
OG0002846	1	1	1	1	1	5
OG0002847	1	1	1	1	1	5
OG0002848	1	1	1	1	1	5
OG0002849	1	1	1	1	1	5
OG0002850	2	0	1	1	1	5
OG0002851	1	0	1	1	2	5
OG0002852	1	1	1	1	1	5
OG0002853	2	0	1	1	1	5
OG0002854	5	0	0	0	0	5
OG0002855	1	1	1	1	1	5
OG0002856	1	1	1	1	1	5
OG0002857	2	0	1	1	1	5
OG0002858	1	1	1	1	1	5
OG0002859	1	1	1	1	1	5
OG0002860	1	1	1	1	1	5
OG0002861	1	0	2	1	1	5
OG0002862	1	0	2	1	1	5
OG0002863	1	1	1	1	1	5
OG0002864	1	1	1	1	1	5
OG0002865	1	1	1	1	1	5
OG0002866	1	1	1	1	1	5
OG0002867	1	1	1	1	1	5
OG0002868	1	1	1	1	1	5
OG0002869	1	1	1	1	1	5
OG0002870	1	1	1	1	1	5
OG0002871	1	1	1	1	1	5
OG0002872	1	1	1	1	1	5
OG0002873	1	1	1	1	1	5
OG0002874	1	1	1	1	1	5
OG0002875	1	1	1	1	1	5
OG0002876	1	1	1	1	1	5
OG0002877	1	1	1	1	1	5
OG0002878	1	1	1	1	1	5
OG0002879	1	1	1	1	1	5
OG0002880	1	1	1	1	1	5
OG0002881	1	1	1	1	1	5
OG0002882	1	1	1	1	1	5
OG0002883	1	1	1	1	1	5
OG0002884	1	1	1	1	1	5
OG0002885	2	0	1	1	1	5
OG0002886	1	1	1	1	1	5
OG0002887	1	1	1	1	1	5
OG0002888	1	1	1	1	1	5
OG0002889	2	0	1	1	1	5
OG0002890	1	0	2	1	1	5
OG0002891	1	1	1	1	1	5
OG0002892	1	0	1	2	1	5
OG0002893	1	0	2	1	1	5
OG0002894	1	1	1	1	1	5
OG0002895	1	0	2	1	1	5
OG0002896	1	1	1	1	1	5
OG0002897	2	3	0	0	0	5
OG0002898	1	1	1	1	1	5
OG0002899	1	0	1	2	1	5
OG0002900	1	1	1	1	1	5
OG0002901	2	0	1	1	1	5
OG0002902	1	1	1	1	1	5
OG0002903	1	1	1	1	1	5
OG0002904	1	1	1	1	1	5
OG0002905	1	1	1	1	1	5
OG0002906	1	1	1	1	1	5
OG0002907	1	1	1	1	1	5
OG0002908	1	0	2	1	1	5
OG0002909	1	1	1	1	1	5
OG0002910	1	1	1	1	1	5
OG0002911	1	1	1	1	1	5
OG0002912	1	0	2	1	1	5
OG0002913	1	0	2	1	1	5
OG0002914	1	1	1	1	1	5
OG0002915	1	1	1	1	1	5
OG0002916	1	1	1	1	1	5
OG0002917	1	1	1	1	1	5
OG0002918	1	1	1	1	1	5
OG0002919	1	1	1	1	1	5
OG0002920	1	0	1	1	2	5
OG0002921	1	0	2	1	1	5
OG0002922	1	1	1	1	1	5
OG0002923	1	1	1	1	1	5
OG0002924	1	1	1	1	1	5
OG0002925	1	2	1	1	0	5
OG0002926	1	1	1	1	1	5
OG0002927	2	0	0	1	2	5
OG0002928	1	0	1	2	1	5
OG0002929	1	3	0	0	1	5
OG0002930	2	0	1	1	1	5
OG0002931	1	1	1	1	1	5
OG0002932	1	1	1	1	1	5
OG0002933	2	0	1	1	1	5
OG0002934	1	1	1	1	1	5
OG0002935	1	1	1	1	1	5
OG0002936	1	0	2	1	1	5
OG0002937	1	1	1	1	1	5
OG0002938	1	1	1	1	1	5
OG0002939	2	0	1	1	1	5
OG0002940	1	1	1	1	1	5
OG0002941	1	1	1	1	1	5
OG0002942	1	0	2	1	1	5
OG0002943	1	4	0	0	0	5
OG0002944	2	0	1	1	1	5
OG0002945	1	1	1	1	1	5
OG0002946	1	1	1	1	1	5
OG0002947	1	0	2	1	1	5
OG0002948	2	1	0	1	1	5
OG0002949	2	0	1	1	1	5
OG0002950	1	1	1	1	1	5
OG0002951	1	1	1	1	1	5
OG0002952	1	4	0	0	0	5
OG0002953	1	2	1	0	1	5
OG0002954	1	1	1	1	1	5
OG0002955	1	0	1	2	1	5
OG0002956	1	0	2	1	1	5
OG0002957	1	1	1	1	1	5
OG0002958	1	0	2	1	1	5
OG0002959	1	1	1	1	1	5
OG0002960	1	1	1	1	1	5
OG0002961	1	1	1	1	1	5
OG0002962	1	0	2	1	1	5
OG0002963	1	0	2	1	1	5
OG0002964	1	0	2	1	1	5
OG0002965	1	1	1	1	1	5
OG0002966	1	4	0	0	0	5
OG0002967	1	1	1	1	1	5
OG0002968	1	0	1	1	2	5
OG0002969	1	3	0	0	1	5
OG0002970	1	0	1	1	2	5
OG0002971	2	0	3	0	0	5
OG0002972	1	1	1	1	1	5
OG0002973	1	1	1	1	1	5
OG0002974	2	0	1	1	1	5
OG0002975	1	1	1	1	1	5
OG0002976	1	0	1	2	1	5
OG0002977	1	4	0	0	0	5
OG0002978	1	1	1	1	1	5
OG0002979	1	1	1	1	1	5
OG0002980	1	4	0	0	0	5
OG0002981	1	0	2	2	0	5
OG0002982	1	1	1	1	1	5
OG0002983	1	1	1	1	1	5
OG0002984	1	1	1	1	1	5
OG0002985	2	0	1	1	1	5
OG0002986	2	0	1	1	1	5
OG0002987	1	4	0	0	0	5
OG0002988	1	1	1	1	1	5
OG0002989	1	1	1	1	1	5
OG0002990	1	1	1	1	1	5
OG0002991	1	0	2	1	1	5
OG0002992	1	0	2	1	1	5
OG0002993	1	1	1	1	1	5
OG0002994	1	1	1	1	1	5
OG0002995	2	0	1	1	1	5
OG0002996	1	1	1	1	1	5
OG0002997	2	0	1	1	1	5
OG0002998	1	1	1	1	1	5
OG0002999	1	1	1	1	1	5
OG0003000	1	1	1	1	1	5
OG0003001	1	0	2	1	1	5
OG0003002	1	0	2	1	1	5
OG0003003	1	0	2	1	1	5
OG0003004	1	1	1	1	1	5
OG0003005	1	1	1	1	1	5
OG0003006	1	1	1	1	1	5
OG0003007	1	1	1	1	1	5
OG0003008	2	0	1	1	1	5
OG0003009	1	1	1	1	1	5
OG0003010	1	0	2	1	1	5
OG0003011	1	1	1	1	1	5
OG0003012	1	1	1	1	1	5
OG0003013	1	1	1	1	1	5
OG0003014	1	1	1	1	1	5
OG0003015	1	0	2	1	1	5
OG0003016	1	0	1	2	1	5
OG0003017	1	0	2	1	1	5
OG0003018	1	1	1	1	1	5
OG0003019	1	1	1	1	1	5
OG0003020	1	1	1	1	1	5
OG0003021	1	1	1	1	1	5
OG0003022	2	0	1	1	1	5
OG0003023	1	1	1	1	1	5
OG0003024	2	0	1	1	1	5
OG0003025	1	1	1	1	1	5
OG0003026	1	1	1	1	1	5
OG0003027	1	0	1	2	1	5
OG0003028	1	1	1	1	1	5
OG0003029	1	1	1	1	1	5
OG0003030	2	0	2	0	1	5
OG0003031	1	1	2	1	0	5
OG0003032	1	1	1	1	1	5
OG0003033	1	1	1	1	1	5
OG0003034	1	1	1	1	1	5
OG0003035	1	1	1	1	1	5
OG0003036	1	1	1	1	1	5
OG0003037	1	1	1	1	1	5
OG0003038	1	1	1	1	1	5
OG0003039	1	1	1	1	1	5
OG0003040	1	1	1	1	1	5
OG0003041	1	1	1	1	1	5
OG0003042	1	0	2	1	1	5
OG0003043	1	1	1	1	1	5
OG0003044	1	1	1	1	1	5
OG0003045	1	1	1	1	1	5
OG0003046	1	1	1	1	1	5
OG0003047	1	1	1	1	1	5
OG0003048	1	0	0	2	2	5
OG0003049	1	1	1	1	1	5
OG0003050	1	4	0	0	0	5
OG0003051	1	1	1	1	1	5
OG0003052	1	1	1	1	1	5
OG0003053	1	1	1	1	1	5
OG0003054	1	1	1	1	1	5
OG0003055	1	0	2	1	1	5
OG0003056	1	1	1	1	1	5
OG0003057	1	1	1	1	1	5
OG0003058	1	1	1	1	1	5
OG0003059	1	1	1	1	1	5
OG0003060	1	1	1	1	1	5
OG0003061	1	1	1	1	1	5
OG0003062	1	0	2	1	1	5
OG0003063	1	1	1	1	1	5
OG0003064	1	1	1	1	1	5
OG0003065	1	0	1	1	2	5
OG0003066	1	0	2	1	1	5
OG0003067	1	1	1	1	1	5
OG0003068	1	1	1	1	1	5
OG0003069	1	1	1	1	1	5
OG0003070	1	0	2	1	1	5
OG0003071	1	1	1	1	1	5
OG0003072	1	0	4	0	0	5
OG0003073	1	0	2	1	1	5
OG0003074	2	0	1	1	1	5
OG0003075	1	0	2	1	1	5
OG0003076	1	1	1	1	1	5
OG0003077	1	1	1	1	1	5
OG0003078	1	1	1	1	1	5
OG0003079	2	2	1	0	0	5
OG0003080	1	2	1	0	1	5
OG0003081	1	0	1	1	2	5
OG0003082	1	1	1	1	1	5
OG0003083	1	1	1	1	1	5
OG0003084	1	2	0	1	1	5
OG0003085	1	1	1	1	1	5
OG0003086	1	1	1	1	1	5
OG0003087	1	1	1	1	1	5
OG0003088	1	1	1	1	1	5
OG0003089	1	0	1	2	1	5
OG0003090	1	1	1	1	1	5
OG0003091	1	0	2	1	1	5
OG0003092	1	1	1	1	1	5
OG0003093	1	1	1	1	1	5
OG0003094	1	1	1	1	1	5
OG0003095	1	0	2	1	1	5
OG0003096	0	5	0	0	0	5
OG0003097	0	5	0	0	0	5
OG0003098	0	5	0	0	0	5
OG0003099	0	5	0	0	0	5
OG0003100	0	5	0	0	0	5
OG0003101	0	5	0	0	0	5
OG0003102	0	5	0	0	0	5
OG0003103	0	5	0	0	0	5
OG0003104	0	5	0	0	0	5
OG0003105	0	5	0	0	0	5
OG0003106	0	5	0	0	0	5
OG0003107	0	5	0	0	0	5
OG0003108	0	5	0	0	0	5
OG0003109	0	5	0	0	0	5
OG0003110	0	5	0	0	0	5
OG0003111	0	5	0	0	0	5
OG0003112	0	5	0	0	0	5
OG0003113	0	5	0	0	0	5
OG0003114	0	5	0	0	0	5
OG0003115	0	5	0	0	0	5
OG0003116	0	5	0	0	0	5
OG0003117	0	5	0	0	0	5
OG0003118	0	5	0	0	0	5
OG0003119	0	5	0	0	0	5
OG0003120	0	5	0	0	0	5
OG0003121	0	5	0	0	0	5
OG0003122	0	5	0	0	0	5
OG0003123	0	5	0	0	0	5
OG0003124	0	5	0	0	0	5
OG0003125	0	5	0	0	0	5
OG0003126	0	5	0	0	0	5
OG0003127	0	5	0	0	0	5
OG0003128	0	5	0	0	0	5
OG0003129	0	5	0	0	0	5
OG0003130	0	5	0	0	0	5
OG0003131	0	5	0	0	0	5
OG0003132	0	5	0	0	0	5
OG0003133	0	5	0	0	0	5
OG0003134	0	5	0	0	0	5
OG0003135	0	5	0	0	0	5
OG0003136	0	5	0	0	0	5
OG0003137	0	5	0	0	0	5
OG0003138	0	5	0	0	0	5
OG0003139	0	5	0	0	0	5
OG0003140	0	5	0	0	0	5
OG0003141	0	5	0	0	0	5
OG0003142	0	5	0	0	0	5
OG0003143	0	5	0	0	0	5
OG0003144	0	5	0	0	0	5
OG0003145	0	5	0	0	0	5
OG0003146	0	5	0	0	0	5
OG0003147	0	5	0	0	0	5
OG0003148	0	5	0	0	0	5
OG0003149	0	5	0	0	0	5
OG0003150	0	5	0	0	0	5
OG0003151	0	5	0	0	0	5
OG0003152	0	5	0	0	0	5
OG0003153	0	5	0	0	0	5
OG0003154	0	5	0	0	0	5
OG0003155	0	5	0	0	0	5
